Week,Topic,Subtopic,,ContentType,Content,concepts
    }
}

public class Employee extends Person {
    private double salary;
    
    public Employee(String name){
        super(name);
        salary = 1000.0;
    }
    
    public double getSalary() {
        return salary;
    }
    
    public void setSalary(double salary) {
        this.salary = salary;
    }
    
    public void introduceMyself(){
        super.introduceMyself();
        System.out.println("" and I am employee"");
    }
    
}
public class Student extends Person {
    private double grade;
    
    public Student(String name){
        super(name);
        grade = 0;
    }
    
    public void setGrade(double grade){
        this.grade = grade;
    }
    public double getGrade(){
        return this.grade;
    }
    
    public void introduceMyself(){
        super.introduceMyself(); // still the original method may be called using super
        System.out.println("" and I am a student"");
    }
    
    public String toString(){
        return ""Student:""+super.toString();
    }
}

public class InheritanceTest {

 public static void main(String[] args) {
  Person[] people = new Person[3];
  people[0] = new Student(""John"");
  people[1] = new Student(""Ana"");
  people[2] = new Employee(""Rose"");

  introduceAllPeople(people);
  
 }
 
 public static void introduceAllPeople(Person[] ps){
  for(Person p : ps){
   p.introduceMyself();
  }
 }

}
",

17,18-inheritance,,17,code_sample,"package f16_lecture_9;

public class Person{
    private String name;
    
    public void setName(String name){
        this.name = name;
    }
    public String getName(){
        return this.name;
    }
}

public class Student extends Person{
    private double grade;
    
    public void setGrade(double grade){
        this.grade = grade;
    }
    public double getGrade(){
        return this.grade;
    }
}

public class StudentTest{
    public static void main(String args[]){
        Student me = new Student();
        me.setName(""Julio"");
        me.setGrade(0.0);
    }
}

public class Person{
    private String name;
    
    public Person(String name){
        this name = name;
    }
    
    public void setName(String name){
        this.name = name;
    }
    public String getName(){
        return this.name;
    }
}

public class Student extends Person{
    private double grade;
    
    public Student(){
        super(""Joe"");
        grade = 0.0;
    }
    public Student(String name){
        super(name);
        grade = 0.0;
    }

    public void setGrade(double grade){
        this.grade = grade;
    }
    public double getGrade(){
        return this.grade;
    }
}

public class StudentTest{
    public static void main(String args[]){
        Student me = new Student();
        Student me = new Student(""Eric"");
        me.setName(""Julio"");
        me.setGrade(0.0);
    }
}

abstract class Account
{
    public Account(long acctNumber, double initBalance)
    {
            this.accountNumber = acctNumber;
        this.balance = initBalance;
    }
}

final class Account
{
    public Account(long acctNumber, double initBalance)
    {
        this.accountNumber = acctNumber;
        this.balance = initBalance;
    }
}

public class CheckingAccount extends Account {
    public CheckingAccount(long acctNumber, double initBalance, double overdraftPenalty){
        super(acctNumber, initBalance);
        this.overdraftPenalty = overdraftPenalty;
    }
}

public class Rectangle {
    private double width;
    private double height;
    
    public Rectangle(double width, double height){
        this.width = width;
        this.height = height;
    }
    
    public double area(){
        return width*height;
    }
    
    public double perimeter(){
        return 2*width + 2*height;
    }
}

public class Person{
    private String name;
    protected String name;

    public Person(String name){
        this name = name;
    }
    
    public void setName(String name){
        this.name = name;
    }
    public String getName(){
        return this.name;
    }
}

public class Student extends Person{
    private double grade;
    
    public Student(String name){
        super(name);
        grade = 0.0;
    }
    
    public void rename(){
        XXX name = ""the wonderful "" + name;
    }
    
    public void setGrade(double grade){
        this.grade = grade;
    }
    public double getGrade(){
        return this.grade;
    }
}

public class Student extends Person{
    private double grade;
    
    public Student(String name){
        super(name);
        grade = 0.0;
    }
    
    public void rename(){
        setName(""the wonderful "" + getName());
    }
    
    public void setGrade(double grade){
        this.grade = grade;
    }
    public double getGrade(){
        return this.grade;
    }
    public String toString(){
        return name;
    }

}

public abstract class Person{
    private String name;
    
    public Person(String name){
        this name = name;
    }
    
    public void setName(String name){
        this.name = name;
    }
    public String getName(){
        return this.name;
    }
    
    public abstract void introduceMyself();
}


",

17,18-inheritance,,17,code_sample,"package f16_lecture_9;


public class Rectangle {
    private double width;
    private double height;
    
    public Rectangle(double width, double height){
        this.width = width;
        this.height = height;
    }
    
    public double area(){
        return width*height;
    }
    
    
    public double perimeter(){
        return 2*width + 2*height;
    }
}
public class Square extends Rectangle{
 /*
  * Since the superclass (Rectangle) has a constructor rceiving 2 double values,
  * the subclass Square MUST call the constructor of the super class passing 2 doubles. 
  * Constructor of the superclass is accessed with the reference super.
  */
 public Square(double side){
  super(side,side);
 }
}
",

17,18-inheritance,,17,code_sample,"package f16_lecture_9;

public abstract class Person{
    private String name;
    
    public Person(String name){
        this.name = name;
    }
    
    public void setName(String name){
        this.name = name;
    }
    public String getName(){
        return this.name;
    }
    
    public void introduceMyself(){
        System.out.println(""Hello, my name is ""+getName());
    }
    
    public String toString(){
        return getName();
    }
}

public class Student extends Person {
    private double grade;
    
    public Student(String name){
        super(name);
        grade = 0;
    }
    
    public void setGrade(double grade){
        this.grade = grade;
    }
    public double getGrade(){
        return this.grade;
    }
    
    public void introduceMyself(){
        super.introduceMyself(); // still the original method may be called using super
        System.out.println("" and I am a student"");
    }
    
    public String toString(){
        return ""Student:""+super.toString();
    }
}


public class StudentTest {

 public static void main(String[] args) {
  Student s = new Student(""Julio"");
  s.setGrade(100);
  s.introduceMyself();

  
 }

}
",

17,18-inheritance,,17,code_sample,"package f16_lecture_9;

public abstract class Person{
    private String name;
    
    public Person(String name){
        this.name = name;
    }
    
    public void setName(String name){
        this.name = name;
    }
    public String getName(){
        return this.name;
    }
    
    public void introduceMyself(){
        System.out.println(""Hello, my name is ""+getName());
    }
    
    public String toString(){
        return getName();
    }
}

public class Student extends Person {
    private double grade;
    
    public Student(String name){
        super(name);
        grade = 0;
    }
    
    public void setGrade(double grade){
        this.grade = grade;
    }
    public double getGrade(){
        return this.grade;
    }
    
    public void introduceMyself(){
        super.introduceMyself(); // still the original method may be called using super
        System.out.println("" and I am a student"");
    }
    
    public String toString(){
        return ""Student:""+super.toString();
    }
}

public class ToStringExample {

 public static void main(String[] args) {
  Person s = new Student(""Julio"");
  // Printing an object automatically calls the method toString on it 
  // and we have overridden the method in Student class, making it to 
  // print Student:name
  System.out.println(s);

 }

}
",

18,19-interfaces,,18,code_sample,"package edu.pitt.is17.polymorphism;

public class BankTester {

 public static void main(String[] args) {
        IAccount account;
        account = new CheckingAccount(1000);
  account.withdraw(20);
  account.deposit(50);
  
  account = new SavingsAccount(2000);
  account.withdraw(500);
  account.deposit(30);

 }

}
",

18,19-interfaces,,18,code_sample,"package edu.pitt.is17.polymorphism;

public class BankTester {

 public static void main(String[] args) {
        IAccount account;
        account = new CheckingAccount(1000);
  account.withdraw(20);
  account.deposit(50);
  
  account = new SavingsAccount(2000);
  account.withdraw(500);
  account.deposit(30);

 }

}
",
